R,G,B,RB,RG_over_B,lum_mean,lum_std,rms_contrast,p95_p5,filename,code,focal,label,balance,contrast,set,subset
139.6604461669922,139.69798278808594,140.9933319091797,0.990546464920044,0.9906795774392572,139.8344268798828,32.96809005737305,0.23576518893241882,105.07099914550781,20250507T155829Z_003594_297_top_raw.jpg,20250507,25,contamination,Cold,High,test,test_3
140.04637145996094,140.0642547607422,141.32545471191406,0.9909493923187256,0.9910126480459474,140.20269775390625,31.812543869018555,0.22690393030643463,103.29899597167969,20250507T155830Z_003594_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
137.49374389648438,137.55702209472656,139.01158142089844,0.9890812039375305,0.9893088706659731,137.7039337158203,38.85440444946289,0.2821590006351471,127.0,20250507T155831Z_003594_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.58836364746094,139.63601684570312,140.8911895751953,0.9907529354095459,0.9909220231452075,139.76487731933594,33.21574020385742,0.2376544177532196,105.94000244140625,20250507T155836Z_003824_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.8887939453125,139.9112091064453,141.19578552246094,0.9907433986663818,0.9908227315625477,140.0509796142578,32.23711013793945,0.2301812469959259,104.76010437011698,20250507T155837Z_003824_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
137.47085571289062,137.52684020996094,138.95339965820312,0.9893306493759155,0.9895320349861911,137.67271423339844,39.03055953979492,0.2835025191307068,127.13099670410156,20250507T155838Z_003824_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.5741729736328,139.57318115234375,140.86947631835938,0.99080491065979,0.9908013650747366,139.7212677001953,33.430721282958984,0.2392672300338745,106.94000244140625,20250507T155843Z_004055_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.78421020507812,139.8145751953125,141.09573364257812,0.9907047152519226,0.9908123306855848,139.95155334472656,32.52694320678711,0.23241573572158813,105.94000244140625,20250507T155844Z_004055_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
137.46319580078125,137.52391052246094,138.9236602783203,0.9894872903823853,0.9897058608703542,137.66534423828125,39.1072883605957,0.2840750515460968,127.35899353027344,20250507T155845Z_004055_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.50457763671875,139.50474548339844,140.8357391357422,0.9905481338500977,0.9905487772176483,139.65643310546875,33.593536376953125,0.2405441403388977,107.22799682617188,20250507T155851Z_004286_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.7498779296875,139.7845916748047,141.0718994140625,0.990628719329834,0.9907518294724837,139.92095947265625,32.70114517211914,0.23371155560016632,106.18499755859375,20250507T155852Z_004286_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
137.4317626953125,137.5101776123047,138.88922119140625,0.9895063042640686,0.9897886718923378,137.6439666748047,39.021419525146484,0.28349530696868896,127.29899597167969,20250507T155853Z_004286_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.3805389404297,139.3968963623047,140.68760681152344,0.9907094240188599,0.9907675651779595,139.53916931152344,33.95545196533203,0.2433399260044098,108.71199035644531,20250507T155857Z_004517_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.60919189453125,139.62747192382812,140.88002014160156,0.9909793734550476,0.9910442358600338,139.76480102539062,33.24493408203125,0.2378634214401245,108.00000762939453,20250507T155858Z_004517_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
137.32530212402344,137.40716552734375,138.82821655273438,0.9891743063926697,0.9894691790043927,137.544677734375,39.288631439208984,0.28564268350601196,128.0709991455078,20250507T155900Z_004517_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.35455322265625,139.35362243652344,140.6390838623047,0.990866482257843,0.9908632197534905,139.50047302246094,34.075313568115234,0.24426665902137756,108.71199035644531,20250507T155904Z_004747_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.48951721191406,139.5346221923828,140.76708984375,0.9909242391586304,0.9910844207762296,139.66165161132812,33.42438507080078,0.23932400345802307,108.71199798583984,20250507T155905Z_004747_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
137.267333984375,137.3460693359375,138.75389099121094,0.9892863631248474,0.9895700991106162,137.4830322265625,39.45167922973633,0.2869567275047302,128.30998992919922,20250507T155906Z_004747_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.28065490722656,139.2943878173828,140.5689697265625,0.9908350110054016,0.990883846081034,139.4355926513672,34.31563186645508,0.24610382318496704,109.6409912109375,20250507T155912Z_004978_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.41946411132812,139.443603515625,140.6730499267578,0.9910886287689209,0.9911744565577582,139.57652282714844,33.750667572021484,0.24180762469768524,109.22798919677734,20250507T155913Z_004978_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
137.201171875,137.30166625976562,138.70506286621094,0.9891576170921326,0.9895198937314188,137.4315948486328,39.644508361816406,0.2884671986103058,130.0,20250507T155914Z_004978_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
138.3899688720703,138.4574432373047,139.65061950683594,0.9909728169441223,0.9912144073797798,138.5732879638672,37.1058349609375,0.2677704691886902,114.94000244140625,20250507T155918Z_005209_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
138.126708984375,138.23074340820312,139.37086486816406,0.9910730719566345,0.9914462848960385,138.32962036132812,37.66678237915039,0.27229729294776917,115.66300964355469,20250507T155920Z_005209_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
136.2142333984375,136.34750366210938,137.6827392578125,0.9893341064453125,0.9898181083911031,136.4598846435547,42.33137893676758,0.3102111518383026,135.55498504638672,20250507T155921Z_005209_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.2621307373047,139.28138732910156,140.55763244628906,0.990783154964447,0.9908516286827945,139.421142578125,34.32645034790039,0.24620692431926727,109.93998718261719,20250507T155926Z_005440_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.341796875,139.373046875,140.60906982421875,0.990987241268158,0.9910983839749208,139.50457763671875,33.999725341796875,0.24371762573719025,110.64099884033203,20250507T155927Z_005440_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
137.13429260253906,137.20748901367188,138.5428466796875,0.9898330569267273,0.9900973000406188,137.33779907226562,39.91883850097656,0.29066169261932373,130.07099151611328,20250507T155928Z_005440_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.1975860595703,139.2165985107422,140.4806365966797,0.9908667206764221,0.9909343782717914,139.35501098632812,34.563987731933594,0.24802830815315247,110.6520004272461,20250507T155934Z_005671_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.25535583496094,139.29405212402344,140.524169921875,0.9909708499908447,0.9911085335492289,139.42271423339844,34.18596267700195,0.24519650638103485,111.01100158691406,20250507T155935Z_005671_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
137.02481079101562,137.1294403076172,138.47117614746094,0.989554762840271,0.9899325024432919,137.25111389160156,40.14063262939453,0.29246124625205994,131.07098388671875,20250507T155937Z_005671_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.20616149902344,139.2175750732422,140.46237182617188,0.9910566210746765,0.9910972346274587,139.35604858398438,34.55247497558594,0.24794384837150574,110.6520004272461,20250507T155941Z_005901_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.2971649169922,139.334228515625,140.5397491455078,0.9911584854125977,0.9912904014184815,139.4605712890625,34.1518440246582,0.24488529562950134,111.02200317382812,20250507T155942Z_005901_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
137.04525756835938,137.14537048339844,138.44287109375,0.9899047613143921,0.9902662759980391,137.2633514404297,40.155799865722656,0.2925456762313843,131.010986328125,20250507T155943Z_005901_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.17254638671875,139.18148803710938,140.4401092529297,0.9909743666648865,0.9910061872798688,139.3223114013672,34.65294647216797,0.248725026845932,110.77200317382812,20250507T155948Z_006132_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.2296905517578,139.26638793945312,140.49484252929688,0.9909950494766235,0.9911256838197681,139.39544677734375,34.29046630859375,0.24599416553974152,111.16799926757812,20250507T155950Z_006132_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
137.05352783203125,137.16400146484375,138.44674682617188,0.9899367690086365,0.9903357629672996,137.2772216796875,40.13270568847656,0.29234787821769714,131.0709991455078,20250507T155951Z_006132_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.15013122558594,139.15536499023438,140.39794921875,0.9911122918128967,0.9911308623298033,139.29544067382812,34.759857177734375,0.2495405226945877,111.0,20250507T155955Z_006363_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.1785888671875,139.21847534179688,140.43869018554688,0.9910274147987366,0.9911693986933644,139.34564208984375,34.454708099365234,0.24726074934005737,112.47111053466614,20250507T155956Z_006363_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
137.01951599121094,137.13308715820312,138.4243927001953,0.9898509383201599,0.9902611185168602,137.246337890625,40.23197937011719,0.29313698410987854,131.65198516845703,20250507T155958Z_006363_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.22067260742188,139.22415161132812,140.45579528808594,0.9912063479423523,0.9912187092303228,139.36351013183594,34.53768539428711,0.24782444536685944,110.16800689697266,20250507T160002Z_006594_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.29335021972656,139.3207550048828,140.53085327148438,0.9911940693855286,0.99129158735829,139.45050048828125,34.1414909362793,0.2448287457227707,110.94000244140625,20250507T160003Z_006594_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
136.99429321289062,137.08432006835938,138.386962890625,0.9899364113807678,0.9902616820121624,137.20591735839844,40.31563186645508,0.29383304715156555,131.71199798583984,20250507T160004Z_006594_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.24293518066406,139.25091552734375,140.45480346679688,0.9913718104362488,0.99140018203455,139.38577270507812,34.500144958496094,0.24751554429531097,110.01100158691406,20250507T160010Z_006825_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.27316284179688,139.29693603515625,140.5186767578125,0.9911363124847412,0.9912209013933277,139.42909240722656,34.179168701171875,0.245136559009552,111.01100158691406,20250507T160011Z_006825_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
136.95486450195312,137.05499267578125,138.3321533203125,0.9900436401367188,0.9904055225080457,137.17062377929688,40.45840072631836,0.2949494421482086,132.22799682617188,20250507T160012Z_006825_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.22891235351562,139.23829650878906,140.45205688476562,0.991291344165802,0.9913248346001908,139.37387084960938,34.52736282348633,0.24773196876049042,110.01100158691406,20250507T160016Z_007055_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.21060180664062,139.24630737304688,140.45191955566406,0.9911620020866394,0.9912890833411826,139.3730926513672,34.31121063232422,0.24618245661258698,111.07099914550781,20250507T160018Z_007055_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
136.9040985107422,137.01263427734375,138.2938232421875,0.989950954914093,0.9903433921527263,137.12623596191406,40.59088897705078,0.2960111200809479,132.30999755859375,20250507T160019Z_007055_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.2525177001953,139.26234436035156,140.46533203125,0.9913657307624817,0.9914007180027322,139.3965301513672,34.489051818847656,0.24741685390472412,109.94001007080078,20250507T160023Z_007286_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.267822265625,139.31903076171875,140.51026916503906,0.991157591342926,0.9913398311838837,139.4394989013672,34.245967864990234,0.24559731781482697,110.93999481201172,20250507T160024Z_007286_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
136.90953063964844,137.0263214111328,138.26368713378906,0.9902060031890869,0.9906283339084931,137.13243103027344,40.55015563964844,0.29570069909095764,132.2989959716797,20250507T160025Z_007286_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
138.2055206298828,138.26951599121094,139.38919067382812,0.9915081858634949,0.991737721140973,138.3780517578125,37.64254379272461,0.27202683687210083,117.01100158691406,20250507T160031Z_007517_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
137.93951416015625,138.0709991455078,139.13894653320312,0.9913796186447144,0.9918520476256798,138.1534423828125,38.3299446105957,0.2774447202682495,116.05400085449219,20250507T160032Z_007517_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
135.58407592773438,135.80020141601562,136.9435577392578,0.9900726675987244,0.9908617894259362,135.8659210205078,44.0084342956543,0.32391077280044556,141.0,20250507T160033Z_007517_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.20925903320312,139.22250366210938,140.44065856933594,0.9912318587303162,0.9912790410258935,139.35740661621094,34.56645202636719,0.24804173409938812,110.64099884033203,20250507T160039Z_007747_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.27853393554688,139.32705688476562,140.51869201660156,0.9911743998527527,0.9913470828044595,139.44837951660156,34.158843994140625,0.24495691061019897,111.01100158691406,20250507T160040Z_007747_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
136.98780822753906,137.1028289794922,138.34530639648438,0.9901875853538513,0.9906033111868421,137.2100830078125,40.33830642700195,0.293989360332489,132.010986328125,20250507T160041Z_007747_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.2165069580078,139.23416137695312,140.418701171875,0.9914385080337524,0.9915014213559823,139.36390686035156,34.54907989501953,0.24790550768375397,110.6520004272461,20250507T160045Z_007978_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.30931091308594,139.35830688476562,140.52896118164062,0.9913210272789001,0.9914952768307697,139.4771270751953,34.09019088745117,0.24441421031951904,110.86900329589844,20250507T160046Z_007978_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
136.866943359375,136.99581909179688,138.21742248535156,0.9902293086051941,0.9906955198799057,137.09652709960938,40.595706939697266,0.2961103916168213,132.87999725341797,20250507T160048Z_007978_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.08908081054688,139.10205078125,140.26820373535156,0.9915937781333923,0.9916400302547141,139.23109436035156,34.99401092529297,0.25133761763572693,111.86900329589844,20250507T160052Z_008209_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.1016082763672,139.13987731933594,140.30361938476562,0.991432785987854,0.9915691655560919,139.26109313964844,34.70269012451172,0.24919156730175018,112.71199798583984,20250507T160053Z_008209_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
136.78271484375,136.9146728515625,138.1016387939453,0.9904496073722839,0.9909273709042764,137.0105438232422,40.87432098388672,0.29832974076271057,133.94000244140625,20250507T160054Z_008209_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.09788513183594,139.11802673339844,140.29156494140625,0.991491436958313,0.9915632204310829,139.24578857421875,34.87937927246094,0.2504878640174866,111.22799682617188,20250507T160058Z_008439_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.17181396484375,139.22366333007812,140.38018798828125,0.9913921356201172,0.9915768075412534,139.33999633789062,34.53575134277344,0.2478523850440979,112.64099884033203,20250507T160059Z_008439_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
136.85202026367188,136.97190856933594,138.19937133789062,0.9902506470680237,0.9906843675313574,137.0760040283203,40.85607147216797,0.29805415868759155,133.94000244140625,20250507T160100Z_008439_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.10076904296875,139.11160278320312,140.31121826171875,0.9913731217384338,0.9914117177260545,139.2451171875,34.951202392578125,0.2510048747062683,111.80899810791016,20250507T160104Z_008670_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.1378936767578,139.16329956054688,140.32217407226562,0.9915602803230286,0.9916508575215247,139.2877960205078,34.646583557128906,0.24874098598957062,112.71199798583984,20250507T160105Z_008670_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
136.70968627929688,136.8661651611328,138.056396484375,0.9902452230453491,0.9908119930183084,136.955078125,40.99668884277344,0.2993440628051758,134.0709991455078,20250507T160107Z_008670_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.07647705078125,139.11093139648438,140.28236389160156,0.9914038777351379,0.9915266635449111,139.2341766357422,34.966468811035156,0.2511342465877533,111.71199035644531,20250507T160111Z_008901_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.11160278320312,139.163818359375,140.34124755859375,0.9912381768226624,0.9914242105707219,139.28244018554688,34.65678024291992,0.24882376194000244,112.71199798583984,20250507T160112Z_008901_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
136.7585906982422,136.90951538085938,138.09109497070312,0.9903505444526672,0.9908969542111781,136.9990997314453,40.96452713012695,0.2990131080150604,134.01100158691406,20250507T160114Z_008901_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.06094360351562,139.09619140625,140.2905731201172,0.9912351369857788,0.9913607479941176,139.22178649902344,34.984580993652344,0.25128668546676636,111.71199035644531,20250507T160119Z_009132_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.132080078125,139.19020080566406,140.35922241210938,0.9912571310997009,0.991464119143581,139.3061065673828,34.60538864135742,0.2484125792980194,112.58100891113281,20250507T160120Z_009132_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
136.7718505859375,136.90673828125,138.1143798828125,0.9902795553207397,0.9907679022973521,137.0040740966797,40.9510383605957,0.29890379309654236,134.01100158691406,20250507T160121Z_009132_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.01551818847656,139.0354766845703,140.20571899414062,0.9915110468864441,0.9915822152899019,139.16290283203125,35.16465759277344,0.252687007188797,112.010986328125,20250507T160126Z_009363_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.02459716796875,139.05752563476562,140.22677612304688,0.9914268851280212,0.9915443059131642,139.1809844970703,34.91361618041992,0.25085046887397766,113.29898834228516,20250507T160127Z_009363_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
136.68296813964844,136.830810546875,138.03948974609375,0.9901729226112366,0.9907085082986277,136.9243927001953,41.11395263671875,0.3002675473690033,134.47801208496094,20250507T160128Z_009363_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.09242248535156,139.1077117919922,140.30616760253906,0.9913493394851685,0.9914037958239738,139.23977661132812,34.99812316894531,0.2513514757156372,111.71199035644531,20250507T160132Z_009593_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.11131286621094,139.16070556640625,140.316162109375,0.9914133548736572,0.9915893846729362,139.27764892578125,34.702720642089844,0.24916216731071472,112.71199798583984,20250507T160134Z_009593_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
136.7063446044922,136.86851501464844,138.03163146972656,0.990398645401001,0.9909861120461426,136.9525909423828,41.08513641357422,0.2999953329563141,134.65200805664062,20250507T160135Z_009593_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.06747436523438,139.07244873046875,140.24842834472656,0.991579532623291,0.9915972905309258,139.20501708984375,35.045928955078125,0.2517576515674591,111.29899597167969,20250507T160139Z_009824_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.08480834960938,139.13168334960938,140.27610778808594,0.9915074706077576,0.9916745484538191,139.24810791015625,34.77886962890625,0.24976187944412231,113.01099395751953,20250507T160140Z_009824_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
136.5908660888672,136.7620849609375,137.88294982910156,0.9906291365623474,0.991250066260549,136.8386688232422,41.34051513671875,0.30211135745048523,134.99999237060547,20250507T160141Z_009824_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
138.86590576171875,138.95101928710938,140.08151245117188,0.9913221597671509,0.9916259475912876,139.054443359375,35.731571197509766,0.25696101784706116,116.7550048828125,20250507T160147Z_010055_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.01708984375,139.12156677246094,140.17462158203125,0.9917421936988831,0.9921149375539107,139.21035766601562,35.162132263183594,0.25258272886276245,111.65200805664062,20250507T160148Z_010055_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
137.2107696533203,137.33758544921875,138.5062713623047,0.9906466007232666,0.9911043635186254,137.43289184570312,39.79693603515625,0.2895735800266266,132.2989959716797,20250507T160149Z_010055_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
138.66664123535156,138.70359802246094,139.83169555664062,0.991668164730072,0.9918003144911453,138.82115173339844,35.54054260253906,0.2560167610645294,116.25701522827144,20250507T160200Z_010291_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
138.44241333007812,138.46969604492188,139.6009979248047,0.9917007684707642,0.991798459507278,138.5904998779297,35.74546813964844,0.2579214870929718,116.9710952758787,20250507T160201Z_010291_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
135.9104766845703,136.08973693847656,137.18121337890625,0.9907367825508118,0.9913901726170005,136.16053771972656,42.268558502197266,0.3104317784309387,145.8629913330078,20250507T160202Z_010291_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.12355041503906,139.1420135498047,140.32037353515625,0.9914707541465759,0.9915365707572262,139.27081298828125,34.84922790527344,0.25022634863853455,111.16799926757812,20250507T160204Z_010522_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.0939483642578,139.15524291992188,140.27166748046875,0.9916040301322937,0.9918225524114191,139.26419067382812,34.7234001159668,0.24933473765850067,112.94000244140625,20250507T160205Z_010522_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
136.6014862060547,136.7598419189453,137.90335083007812,0.9905595779418945,0.991133741419491,136.8428497314453,41.38560485839844,0.3024316132068634,135.78298950195312,20250507T160206Z_010522_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.2323760986328,139.25955200195312,140.4319610595703,0.9914578795433044,0.991554704705863,139.3850860595703,34.44762420654297,0.24713996052742004,109.93999481201172,20250507T160208Z_010753_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.2935333251953,139.34072875976562,140.4757080078125,0.9915844798088074,0.9917525289434878,139.45599365234375,34.15239334106445,0.2448972761631012,110.94000244140625,20250507T160209Z_010753_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
136.72750854492188,136.8822021484375,138.01336669921875,0.9906830787658691,0.9912435195123321,136.9649200439453,41.10511016845703,0.30011415481567383,134.77530364990236,20250507T160210Z_010753_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.19647216796875,139.21002197265625,140.3907012939453,0.9914935231208801,0.9915417886463395,139.34054565429688,34.54474639892578,0.24791596829891205,110.58098602294922,20250507T160215Z_010984_297_top_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
139.31314086914062,139.345947265625,140.49630737304688,0.9915786385536194,0.9916954165737177,139.46728515625,34.18811798095703,0.24513360857963562,110.94000244140625,20250507T160216Z_010984_281_mid_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
136.67759704589844,136.84153747558594,137.99063110351562,0.9904845952987671,0.9910786418401846,136.9235076904297,41.187618255615234,0.30080750584602356,134.8800048828125,20250507T160217Z_010984_265_bot_raw.jpg,20250507,25,no_defect,Cold,High,test,test_3
